"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"Outlaw Knights of the Ku Klux Klan","","Ohio","","Ku Klux Klan","","Yes","2016"
"Ozark Craft LC","Harrison","Arkansas","","General Hate","","","2016"
"Pace Confederate Depot","Baldwyn","Mississippi","","Neo-Confederate","","","2016"
"Pacific Coast Knights of the Ku Klux Klan","Spokane","Washington","","Ku Klux Klan","","","2016"
"Pacific Coast Knights of the Ku Klux Klan","","California","","Ku Klux Klan","","Yes","2016"
"Pacific Justice Institute","Sacramento","California","Pacific Justice Institute","Anti-LGBTQ","","","2016"
"Pass the Salt Ministries","Hebron","Ohio","","Anti-LGBTQ","","","2016"
"Patriotic Brigade Knights of the Ku Klux Klan","Gladewater","Texas","","Ku Klux Klan","","","2016"
"Patriotic Flags","Charleston","South Carolina","","White Nationalist","","","2016"
"Phalanx","Washington","District of Columbia","","White Nationalist","","","2016"
"Pig Blood Bullets","Priest River","Idaho","","Anti-Muslim","","","2016"
"Pilgrims Covenant Church","Monroe","Wisconsin","","Anti-LGBTQ","","","2016"
"Pioneer Little Europe Kalispell Montana","Kalispell","Montana","","White Nationalist","","","2016"
"Poker Face","Allentown","Pennsylvania","","Hate Music","","","2016"
"The Political Cesspool","Bartlett","Tennessee","","White Nationalist","","","2016"
"Political Islam","Nashville","Tennessee","","Anti-Muslim","","","2016"
"Power of Prophecy","Austin","Texas","","General Hate","","","2016"
"The Pray in Jesus Name Project","Colorado Springs","Colorado","","Anti-LGBTQ","","","2016"
"Probe Ministries","Plano","Texas","","Anti-LGBTQ","","","2016"
"ProEnglish","Arlington","Virginia","","Anti-Immigrant","","","2016"
"Providence Road Baptist Church","Maiden","North Carolina","","Anti-LGBTQ","","","2016"
"Public Advocate of the United States","Falls Church","Virginia","","Anti-LGBTQ","","","2016"
"PzG Inc.","Rapid City","South Dakota","","Neo-Nazi","","","2016"
"Racial Nationalist Party of America","Lockport","New York","","White Nationalist","","","2016"
"Radio Jihad/Global Patriot Radio","","New York","","Anti-Muslim","","Yes","2016"
"Radix Journal","Whitefish","Montana","","White Nationalist","","","2016"
"Rebel Brigade Knights of the True Invisible Empire","Martinsville","Virginia","","Ku Klux Klan","","","2016"
"Reformation-Bible Puritan-Baptist Church/Vatican Assassins","Newmanstown","Pennsylvania","","General Hate","","","2016"
"Refugee Resettlement Watch","Fairplay","Maryland","","Anti-Muslim","","","2016"
"Religious Awareness Network","Washington","District of Columbia","","Anti-Muslim","","","2016"
"The Remnant","Forest Lake","Minnesota","","Radical Traditional Catholicism","","","2016"
"Rense Radio Network","Ashland","Oregon","","General Hate","","","2016"
"Repent Amarillo","Amarillo","Texas","","General Hate","","","2016"
"Resistance Records","Chicago","Illinois","","Hate Music","","","2016"
"Robert Sungenis","State Line","Pennsylvania","","Radical Traditional Catholicism","","","2016"
"Ruth Institute","San Marcos","California","Ruth Institute","Anti-LGBTQ","","","2016"
"Sacred Truth Publishing & Ministries","Mountain City","Tennessee","","Christian Identity","","","2016"
"Sacto Skinheads","Sacramento","California","","Racist Skinhead","","","2016"
"Samanta Roy Institute of Science and Technology","Shawano","Wisconsin","","General Hate","","","2016"
"Save California","Sacramento","California","","Anti-LGBTQ","","","2016"
"Scott-Townsend Publishers","Washington","District of Columbia","","White Nationalist","","","2016"
"Scriptures for America Worldwide Ministries","Laporte","Colorado","","Christian Identity","","","2016"
"Secure Michigan","New Baltimore","Michigan","","Anti-Muslim","","","2016"
"Sharkhunters International","Hernando","Florida","","General Hate","","","2016"
"The Shoebat Foundation","Newtown","Pennsylvania","","Anti-Muslim","","","2016"
"Sicarii 1715","Inland Empire","California","","Black Separatist","","","2016"
"Sicarii 1715","Lemon Grove","California","","Black Separatist","","","2016"
"Sicarii 1715","Seattle","Washington","","Black Separatist","","","2016"
"Silver Bullet Gun Oil","Courtland","Virginia","","Anti-Muslim","","","2016"
"Slaves of the Immaculate Heart of Mary","Richmond","New Hampshire","","Radical Traditional Catholicism","","","2016"
"The Social Contract Press","Petoskey","Michigan","","White Nationalist","","","2016"
"Soldiers of Odin","Cleveland","Ohio","","Anti-Muslim","","","2016"
"Soldiers of Odin","Flagstaff","Arizona","","Anti-Muslim","","","2016"
"Soldiers of Odin","","California","","Anti-Muslim","","Yes","2016"
"Soldiers of Odin","","Illinois","","Anti-Muslim","","Yes","2016"
"Soldiers of Odin","","Ohio","","Anti-Muslim","","Yes","2016"
"Soldiers of Odin","","Tennessee","","Anti-Muslim","","Yes","2016"
"Soldiers of Odin","","Texas","","Anti-Muslim","","Yes","2016"
"Soldiers of Odin","","Indiana","","Anti-Muslim","","Yes","2016"
"Soldiers of Odin","","New Hampshire","","Anti-Muslim","","Yes","2016"
"Soldiers of Odin","","Colorado","","Anti-Muslim","","Yes","2016"
"Soldiers of Odin","","North Carolina","","Anti-Muslim","","Yes","2016"
"Soleilmoon Recordings","Portland","Oregon","","Hate Music","","","2016"
"Sons & Daughters of Liberty","","Indiana","","White Nationalist","","Yes","2016"
"Sons & Daughters of Liberty","","Florida","","White Nationalist","","Yes","2016"
"Sons & Daughters of Liberty","","Illinois","","White Nationalist","","Yes","2016"
"Sons of Liberty Media (formerly You Can Run But You Cannot Hide)","Annandale","Minnesota","","General Hate","","","2016"
"South Africa Project","Converse","Louisiana","","White Nationalist","","","2016"
"Southern Future","Aiken","South Carolina","","Neo-Confederate","","","2016"
"Southern National Congress","Alexandria","Virginia","","Neo-Confederate","","","2016"
"Southern National Congress","Fruit Hill","Kentucky","","Neo-Confederate","","","2016"
"Southern National Congress","Jacksonville","Florida","","Neo-Confederate","","","2016"
"Southern National Congress","Morganton","Georgia","","Neo-Confederate","","","2016"
"Southern National Congress","Travelers Rest","South Carolina","","Neo-Confederate","","","2016"
"Southern National Congress","West Plains","Missouri","","Neo-Confederate","","","2016"
"Southern National Congress","Wetumpka","Alabama","","Neo-Confederate","","","2016"
"Southern National Congress","","North Carolina","","Neo-Confederate","","Yes","2016"
"Southern National Congress","","Texas","","Neo-Confederate","","Yes","2016"
"Southern National Congress","","Mississippi","","Neo-Confederate","","Yes","2016"
"Southern National Congress","","Tennessee","","Neo-Confederate","","Yes","2016"
"Southern National Congress","","Maryland","","Neo-Confederate","","Yes","2016"
"Southern National Congress","","Louisiana","","Neo-Confederate","","Yes","2016"
"Southern National Congress","","Arkansas","","Neo-Confederate","","Yes","2016"
"Southern Ohio Knights of the Ku Klux Klan","","Ohio","","Ku Klux Klan","","Yes","2016"
"Stahlhelm Records","Milwaukee","Wisconsin","","Hate Music","","","2016"
"Stedfast Baptist Church","Fort Worth","Texas","","Anti-LGBTQ","","","2016"
"Stop the Islamization of the World","Houston","Texas","","Anti-Muslim","","","2016"
"Stormfront","West Palm Beach","Florida","Stormfront","White Nationalist","","","2016"
"The Straight Way and More","Venice","Florida","","Anti-Muslim","","","2016"
"Sultan Knish a blog by Daniel Greenfield","New York","New York","","Anti-Muslim","","","2016"
"Supreme White Alliance","","Ohio","","Racist Skinhead","","Yes","2016"
"Supreme White Alliance","","Florida","","Racist Skinhead","","Yes","2016"
"Supreme White Alliance","","Missouri","","Racist Skinhead","","Yes","2016"
"Supreme White Alliance","","Kentucky","","Racist Skinhead","","Yes","2016"
"Supreme White Alliance","","Pennsylvania","","Racist Skinhead","","Yes","2016"
"Supreme White Alliance","","Virginia","","Racist Skinhead","","Yes","2016"
"TC Family (Traverse City Family)","Traverse City","Michigan","","Anti-LGBTQ","","","2016"
"Team America Political Action Committee","Littleton","Colorado","","Anti-Immigrant","","","2016"
"Texas Rebel Knights of the KKK","Quinlan","Texas","","Ku Klux Klan","","","2016"
"The Crusaders","Garden City","Kansas","","Anti-Muslim","","","2016"
"The Daily Stormer","Amana","Iowa","","Neo-Nazi","","","2016"
"The Daily Stormer","Asheville","North Carolina","","Neo-Nazi","","","2016"
"The Daily Stormer","Austin","Texas","","Neo-Nazi","","","2016"
"The Daily Stormer","Baltimore","Maryland","","Neo-Nazi","","","2016"
"The Daily Stormer","Brandon","Florida","","Neo-Nazi","","","2016"
"The Daily Stormer","Burlington","Vermont","","Neo-Nazi","","","2016"
"The Daily Stormer","Cambridge","Massachusetts","","Neo-Nazi","","","2016"
"The Daily Stormer","Charlotte","North Carolina","","Neo-Nazi","","","2016"
"The Daily Stormer","Columbus","Ohio","","Neo-Nazi","","","2016"
"The Daily Stormer","Cullman","Alabama","","Neo-Nazi","","","2016"
"The Daily Stormer","Dallas","Texas","","Neo-Nazi","","","2016"
"The Daily Stormer","Denver","Colorado","","Neo-Nazi","","","2016"
"The Daily Stormer","Indianapolis","Indiana","","Neo-Nazi","","","2016"
"The Daily Stormer","Las Vegas","Nevada","","Neo-Nazi","","","2016"
"The Daily Stormer","Los Angeles","California","","Neo-Nazi","","","2016"
"The Daily Stormer","Louisville","Kentucky","","Neo-Nazi","","","2016"
"The Daily Stormer","Lowell","Massachusetts","","Neo-Nazi","","","2016"
"The Daily Stormer","Mountain View","California","","Neo-Nazi","","","2016"
"The Daily Stormer","Nashville","Tennessee","","Neo-Nazi","","","2016"
"The Daily Stormer","Orlando","Florida","","Neo-Nazi","","","2016"
"The Daily Stormer","Philadelphia","Pennsylvania","","Neo-Nazi","","","2016"
"The Daily Stormer","Phoenix","Arizona","","Neo-Nazi","","","2016"
"The Daily Stormer","Pittsburgh","Pennsylvania","","Neo-Nazi","","","2016"
"The Daily Stormer","Raleigh","North Carolina","","Neo-Nazi","","","2016"
"The Daily Stormer","Santa Cruz","California","","Neo-Nazi","","","2016"
"The Daily Stormer","Santa Monica","California","","Neo-Nazi","","","2016"
"The Daily Stormer","Seattle","Washington","","Neo-Nazi","","","2016"
"The Daily Stormer","Spokane","Washington","","Neo-Nazi","","","2016"
"The Daily Stormer","St. Louis","Missouri","","Neo-Nazi","","","2016"
"The Daily Stormer","Wichita Falls","Texas","","Neo-Nazi","","","2016"
"The Daily Stormer","Worthington","Ohio","","Neo-Nazi","","","2016"
"The Daily Stormer","","New York","","Neo-Nazi","","Yes","2016"
"The Realist Report","Poway","California","","Holocaust Denial","","","2016"
"The Right Stuff","Cincinnati","Ohio","","White Nationalist","","","2016"
"The Right Stuff","Columbus","Ohio","","White Nationalist","","","2016"
"The Right Stuff","New York","New York","","White Nationalist","","","2016"
"The Right Stuff","","Pennsylvania","","White Nationalist","","Yes","2016"
"Third Reich Books","Fairbury","Nebraska","","Neo-Nazi","","","2016"
"Tightrope","Calico Rock","Arkansas","","Hate Music","","","2016"
"Tom Brown Ministries","El Paso","Texas","","Anti-LGBTQ","","","2016"
"Tony Alamo Christian Ministries","Canyon Country","California","","General Hate","","","2016"
"Tony Alamo Christian Ministries","Fort Smith","Arkansas","","General Hate","","","2016"
"Tony Alamo Christian Ministries","Fouke","Arkansas","","General Hate","","","2016"
"Tony Alamo Christian Ministries","New York","New York","","General Hate","","","2016"
"Tony Alamo Christian Ministries","Santa Clarita","California","","General Hate","","","2016"
"Tradition in Action","Los Angeles","California","","Radical Traditional Catholicism","","","2016"
"Traditional Values Coalition","Anaheim","California","","Anti-LGBTQ","","","2016"
"Traditional Values Coalition","Washington","District of Columbia","","Anti-LGBTQ","","","2016"
"Traditionalist American Knights of the KKK","Hayden","Idaho","","Ku Klux Klan","","","2016"
"Traditionalist American Knights of the KKK","Park Hills","Missouri","","Ku Klux Klan","","","2016"
"Traditionalist American Knights of the KKK","","Pennsylvania","","Ku Klux Klan","","Yes","2016"
"Traditionalist Worker Party","Columbus","Indiana","Traditionalist Worker Party","Neo-Nazi","","","2016"
"Traditionalist Worker Party","Dallas","Texas","Traditionalist Worker Party","Neo-Nazi","","","2016"
"Traditionalist Worker Party","Louisville","Kentucky","Traditionalist Worker Party","Neo-Nazi","","","2016"
"Traditionalist Worker Party","Madisonville","Kentucky","Traditionalist Worker Party","Neo-Nazi","","","2016"
"Traditionalist Worker Party","Murray","Kentucky","Traditionalist Worker Party","Neo-Nazi","","","2016"
"Traditionalist Worker Party","Paoli","Indiana","Traditionalist Worker Party","Neo-Nazi","","","2016"
"Traditionalist Worker Party","Philadelphia","Pennsylvania","Traditionalist Worker Party","Neo-Nazi","","","2016"
"Traditionalist Worker Party","Richmond","Virginia","Traditionalist Worker Party","Neo-Nazi","","","2016"
"Traditionalist Worker Party","Sacramento","California","Traditionalist Worker Party","Neo-Nazi","","","2016"
"Traditionalist Worker Party","","Kansas","Traditionalist Worker Party","Neo-Nazi","","Yes","2016"
"Traditionalist Youth Network","Benson","North Carolina","","White Nationalist","","","2016"
"Traditionalist Youth Network","Bloomington","Indiana","","White Nationalist","","","2016"
"Traditionalist Youth Network","Paoli","Indiana","","White Nationalist","","","2016"
"Traditionalist Youth Network","","Wisconsin","","White Nationalist","","Yes","2016"
"Treasure Valley Refugee Watch","Meridian","Idaho","","Anti-Muslim","","","2016"
"True Light Pentecost Church","Spartanburg","South Carolina","","Anti-LGBTQ","","","2016"
"Truth in Love Project","Chattaroy","Washington","","Anti-Muslim","","","2016"
"Understanding the Threat","Vienna","Virginia","","Anti-Muslim","","","2016"
"United Dixie White Knights of the Ku Klux Klan","Leakesville","Mississippi","","Ku Klux Klan","","","2016"
"United Dixie White Knights of the Ku Klux Klan","Plantersville","Mississippi","","Ku Klux Klan","","","2016"
"United Dixie White Knights of the Ku Klux Klan","","Alabama","","Ku Klux Klan","","Yes","2016"
"United Dixie White Knights of the Ku Klux Klan","","North Carolina","","Ku Klux Klan","","Yes","2016"
"United Dixie White Knights of the Ku Klux Klan","","Illinois","","Ku Klux Klan","","Yes","2016"
"United Dixie White Knights of the Ku Klux Klan","","Indiana","","Ku Klux Klan","","Yes","2016"
"United Families International","Gilbert","Arizona","","Anti-LGBTQ","","","2016"
"United Klans of America","Ashland","Alabama","","Ku Klux Klan","","","2016"
"United Klans of America","McMinnville","Tennessee","","Ku Klux Klan","","","2016"
"United Klans of America","","Texas","","Ku Klux Klan","","Yes","2016"
"United Klans of America","","Pennsylvania","","Ku Klux Klan","","Yes","2016"
"United Northern and Southern Knights of the KKK","East Ellijay","Georgia","","Ku Klux Klan","","","2016"
"United Northern and Southern Knights of the KKK","","California","","Ku Klux Klan","","Yes","2016"
"United Riot Records","New York","New York","","Hate Music","","","2016"
"The United West","Lake Worth","Florida","","Anti-Muslim","","","2016"
"United White Knights of the KKK","New Boston","Texas","","Ku Klux Klan","","","2016"
"US Border Guard","Mesa","Arizona","","Anti-Immigrant","","","2016"
"VDARE Foundation","Warrenton","Virginia","VDARE","White Nationalist","","","2016"
"Verity Baptist Church","Sacramento","California","","Anti-LGBTQ","","","2016"
"Vinland Clothing","Oildale","California","","Racist Skinhead","","","2016"
"Vinlanders Social Club","","North Carolina","Vinlanders Social Club","Racist Skinhead","","Yes","2016"
"Vinlanders Social Club","","California","Vinlanders Social Club","Racist Skinhead","","Yes","2016"
"Vinlanders Social Club","","Florida","Vinlanders Social Club","Racist Skinhead","","Yes","2016"
"Vinlanders Social Club","","Minnesota","Vinlanders Social Club","Racist Skinhead","","Yes","2016"
"Vinlanders Social Club","","Texas","Vinlanders Social Club","Racist Skinhead","","Yes","2016"
"Vinlanders Social Club","","Indiana","Vinlanders Social Club","Racist Skinhead","","Yes","2016"
"Vinlanders Social Club","","Arizona","Vinlanders Social Club","Racist Skinhead","","Yes","2016"
"Virginia Christian Alliance","Henrico","Virginia","","Anti-Muslim","","","2016"
"Virginia Publishing Company","Lynchburg","Virginia","","Christian Identity","","","2016"
"War On The Horizon","Washington","District of Columbia","","Black Separatist","","","2016"
"Washington Summit Publishers","Whitefish","Montana","","White Nationalist","","","2016"
"Weisman Publications","Apple Valley","Minnesota","","Christian Identity","","","2016"
"Werewolf 88","","Pennsylvania","","Neo-Nazi","","Yes","2016"
"Westboro Baptist Church","Topeka","Kansas","Westboro Baptist Church","Anti-LGBTQ","","","2016"
"Western Hammerskins","","California","","Racist Skinhead","","Yes","2016"
"White Aryan Resistance","Warsaw","Indiana","","Neo-Nazi","","","2016"
"White Boy Society","","Missouri","","White Nationalist","","Yes","2016"
"White Boy Society","","Wisconsin","","White Nationalist","","Yes","2016"
"White Boy Society","","Kansas","","White Nationalist","","Yes","2016"
"White Boy Society","","Michigan","","White Nationalist","","Yes","2016"
"White Boy Society","","Illinois","","White Nationalist","","Yes","2016"
"White Devil Social Club","","Wisconsin","","Neo-Nazi","","Yes","2016"
"White Knights of the Ku Klux Klan of America","Vancouver","Washington","","Ku Klux Klan","","","2016"
"White Lives Matter","","Tennessee","","White Nationalist","","Yes","2016"
"White Lives Matter","","Connecticut","","White Nationalist","","Yes","2016"
"White Lives Matter","","Texas","","White Nationalist","","Yes","2016"
"White New York","Rochester","New York","","White Nationalist","","","2016"
"White Rabbit Radio","Dearborn Heights","Michigan","","White Nationalist","","","2016"
"Windsor Hills Baptist Church","Oklahoma City","Oklahoma","","Anti-LGBTQ","","","2016"
"Wolf Tyr Productions","Holbrook","New York","","Hate Music","","","2016"
"Wolves of Vinland","Lynchburg","Virginia","","Neo-Volkisch","","","2016"
"Wolves of Vinland","","Wyoming","","Neo-Volkisch","","Yes","2016"
"Wolves of Vinland","","Washington","","Neo-Volkisch","","Yes","2016"
"Wolves of Vinland","","Colorado","","Neo-Volkisch","","Yes","2016"
"Wolves of Vinland","","Oregon","","Neo-Volkisch","","Yes","2016"
"World Congress of Families/International Organization for the Family","Rockford","Illinois","","Anti-LGBTQ","","","2016"
"WTM Enterprises","Roanoke","Indiana","","White Nationalist","","","2016"
"Yahushua Dual Seed Christian Identity Ministry","Livingston","Texas","","Christian Identity","","","2016"
"Yahweh's Truth","Linwood","Michigan","","Christian Identity","","","2016"
